Mon	Year	NAO
Sep	1864	0.92
Oct	1864	-3.78
Nov	1864	0.34
Dec	1864	-0.11
Jan	1865	0.12
Feb	1865	-0.45
Mar	1865	0.48
Apr	1865	-1.19
May	1865	0.26
Jun	1865	-1.15
Jul	1865	1.21
Aug	1865	0.98
Sep	1865	0.36
Oct	1865	-1.63
Nov	1865	-0.73
Dec	1865	0.66
Jan	1866	1.66
Feb	1866	0.67
Mar	1866	-0.58
Apr	1866	-1.42
May	1866	-2.25
Jun	1866	0.95
Jul	1866	-0.84
Aug	1866	-0.4
Sep	1866	2.79
Oct	1866	-0.35
Nov	1866	-1.03
Dec	1866	-0.22
Jan	1867	-3.33
Feb	1867	1.58
Mar	1867	-2.88
Apr	1867	2.52
May	1867	-3.52
Jun	1867	-0.86
Jul	1867	-1.18
Aug	1867	2.39
Sep	1867	1.03
Oct	1867	1.65
Nov	1867	-4.06
Dec	1867	-1.34
Jan	1868	1.06
Feb	1868	2.33
Mar	1868	3.55
Apr	1868	1.25
May	1868	2.02
Jun	1868	2.42
Jul	1868	-0.17
Aug	1868	2.3
Sep	1868	-2.95
Oct	1868	2.32
Nov	1868	-1.02
Dec	1868	0.88
Jan	1869	1
Feb	1869	2.38
Mar	1869	-0.05
Apr	1869	0.72
May	1869	-2.68
Jun	1869	-1.43
Jul	1869	0.09
Aug	1869	-1.47
Sep	1869	1.11
Oct	1869	-1.05
Nov	1869	1.01
Dec	1869	-0.23
Jan	1870	0.01
Feb	1870	-2.08
Mar	1870	-2.29
Apr	1870	0.5
May	1870	1.41
Jun	1870	0.29
Jul	1870	0.3
Aug	1870	-4.78
Sep	1870	0.34
Oct	1870	0.89
Nov	1870	-0.9
Dec	1870	-2.76
Jan	1871	1.23
Feb	1871	0.12
Mar	1871	1.02
Apr	1871	-1.54
May	1871	-2.96
Jun	1871	-2.32
Jul	1871	1.13
Aug	1871	0.05
Sep	1871	-2.33
Oct	1871	0.33
Nov	1871	-2.29
Dec	1871	0.3
Jan	1872	2.24
Feb	1872	0.09
Mar	1872	-0.35
Apr	1872	-0.27
May	1872	-0.04
Jun	1872	0.49
Jul	1872	-1.22
Aug	1872	-2.96
Sep	1872	-0.46
Oct	1872	2.29
Nov	1872	0.5
Dec	1872	0.11
Jan	1873	1.45
Feb	1873	0.04
Mar	1873	0.61
Apr	1873	-1.75
May	1873	-0.81
Jun	1873	1.2
Jul	1873	0.44
Aug	1873	3.6
Sep	1873	2.42
Oct	1873	1.24
Nov	1873	-1.17
Dec	1873	-0.01
Jan	1874	1.62
Feb	1874	1.38
Mar	1874	1.15
Apr	1874	2.51
May	1874	-2.63
Jun	1874	0.16
Jul	1874	0.89
Aug	1874	1
Sep	1874	1.83
Oct	1874	2.53
Nov	1874	-0.07
Dec	1874	-0.9
Jan	1875	0.05
Feb	1875	-1.04
Mar	1875	-1.28
Apr	1875	-1.53
May	1875	1.88
Jun	1875	3.47
Jul	1875	-1.16
Aug	1875	-1.82
Sep	1875	-0.9
Oct	1875	-0.02
Nov	1875	-3.18
Dec	1875	-1.16
Jan	1876	-0.09
Feb	1876	-0.02
Mar	1876	2.09
Apr	1876	0.76
May	1876	-0.76
Jun	1876	3
Jul	1876	1.26
Aug	1876	0.26
Sep	1876	-1.65
Oct	1876	-1.96
Nov	1876	-3.68
Dec	1876	-1.12
Jan	1877	0.78
Feb	1877	0.87
Mar	1877	-0.07
Apr	1877	-2.57
May	1877	-2.62
Jun	1877	0.28
Jul	1877	1.47
Aug	1877	-5.87
Sep	1877	-3.7
Oct	1877	0.78
Nov	1877	3.39
Dec	1877	1.41
Jan	1878	0.81
Feb	1878	0.44
Mar	1878	0.26
Apr	1878	-1.44
May	1878	0.01
Jun	1878	-1.06
Jul	1878	-0.18
Aug	1878	-3.74
Sep	1878	1.2
Oct	1878	0.08
Nov	1878	-2.83
Dec	1878	-3.21
Jan	1879	-1.63
Feb	1879	0.68
Mar	1879	0.63
Apr	1879	-0.04
May	1879	0.23
Jun	1879	0.15
Jul	1879	-0.24
Aug	1879	0.11
Sep	1879	3.47
Oct	1879	-1.16
Nov	1879	-5.05
Dec	1879	-1.15
Jan	1880	-1.4
Feb	1880	1.29
Mar	1880	-0.73
Apr	1880	1.28
May	1880	-1.26
Jun	1880	-0.32
Jul	1880	-2.27
Aug	1880	-1.68
Sep	1880	-0.31
Oct	1880	-5.12
Nov	1880	0.65
Dec	1880	-0.8
Jan	1881	-4.27
Feb	1881	-1.19
Mar	1881	-2.16
Apr	1881	-2.56
May	1881	0.47
Jun	1881	1.27
Jul	1881	1.42
Aug	1881	-0.37
Sep	1881	-2.01
Oct	1881	-1.52
Nov	1881	1.75
Dec	1881	1.87
Jan	1882	1.03
Feb	1882	1.33
Mar	1882	3.16
Apr	1882	-0.25
May	1882	-1.96
Jun	1882	0.63
Jul	1882	1.88
Aug	1882	1.41
Sep	1882	1.8
Oct	1882	0.38
Nov	1882	1.8
Dec	1882	-0.75
Jan	1883	1.27
Feb	1883	2.08
Mar	1883	-3.13
Apr	1883	-0.49
May	1883	-0.28
Jun	1883	-1.67
Jul	1883	-1.25
Aug	1883	1.87
Sep	1883	-0.09
Oct	1883	1.24
Nov	1883	1.89
Dec	1883	-0.18
Jan	1884	1.55
Feb	1884	-0.15
Mar	1884	0.13
Apr	1884	-2.37
May	1884	1.04
Jun	1884	-0.05
Jul	1884	-2.58
Aug	1884	-0.01
Sep	1884	1.98
Oct	1884	0.63
Nov	1884	-1.95
Dec	1884	0.9
Jan	1885	-0.56
Feb	1885	-0.03
Mar	1885	0.28
Apr	1885	2.01
May	1885	0.12
Jun	1885	0.82
Jul	1885	-0.29
Aug	1885	-5.9
Sep	1885	1.63
Oct	1885	-0.01
Nov	1885	-0.8
Dec	1885	-1.17
Jan	1886	0.93
Feb	1886	-0.36
Mar	1886	-0.57
Apr	1886	-0.9
May	1886	-1.78
Jun	1886	0.97
Jul	1886	1.34
Aug	1886	3.26
Sep	1886	-0.04
Oct	1886	0.55
Nov	1886	1.36
Dec	1886	-0.35
Jan	1887	1.16
Feb	1887	0.85
Mar	1887	-2.89
Apr	1887	-2.15
May	1887	-0.55
Jun	1887	-2.12
Jul	1887	1.01
Aug	1887	-1.98
Sep	1887	0.24
Oct	1887	-2.02
Nov	1887	-0.09
Dec	1887	-1.73
Jan	1888	-0.44
Feb	1888	-1.64
Mar	1888	-1.02
Apr	1888	-1.39
May	1888	0.34
Jun	1888	-2.44
Jul	1888	-0.69
Aug	1888	-0.05
Sep	1888	-2.72
Oct	1888	-1.72
Nov	1888	1.52
Dec	1888	0.73
Jan	1889	1.06
Feb	1889	0.92
Mar	1889	-0.25
Apr	1889	1.2
May	1889	0.34
Jun	1889	1.21
Jul	1889	-1.99
Aug	1889	2.35
Sep	1889	-1.36
Oct	1889	1.23
Nov	1889	0.68
Dec	1889	1.45
Jan	1890	2.44
Feb	1890	-1.23
Mar	1890	1.85
Apr	1890	1.24
May	1890	-0.67
Jun	1890	2.16
Jul	1890	2.01
Aug	1890	2.26
Sep	1890	1.12
Oct	1890	-0.17
Nov	1890	1.96
Dec	1890	-2.21
Jan	1891	0.31
Feb	1891	0.28
Mar	1891	-0.74
Apr	1891	-1.61
May	1891	0.76
Jun	1891	-4.08
Jul	1891	-1.04
Aug	1891	1.36
Sep	1891	2.26
Oct	1891	1.41
Nov	1891	-0.51
Dec	1891	1.44
Jan	1892	-0.31
Feb	1892	-1.27
Mar	1892	-1.27
Apr	1892	-0.54
May	1892	-0.56
Jun	1892	-0.55
Jul	1892	-0.18
Aug	1892	1.03
Sep	1892	2.21
Oct	1892	-1.22
Nov	1892	1.32
Dec	1892	-1.3
Jan	1893	-1.59
Feb	1893	1.03
Mar	1893	-1.01
Apr	1893	-1.7
May	1893	-0.76
Jun	1893	-2.61
Jul	1893	-0.37
Aug	1893	-2.77
Sep	1893	1.06
Oct	1893	0.61
Nov	1893	-2.11
Dec	1893	1.65
Jan	1894	1.38
Feb	1894	1.98
Mar	1894	1.28
Apr	1894	2.36
May	1894	-0.68
Jun	1894	1.03
Jul	1894	0.5
Aug	1894	0.04
Sep	1894	-3.81
Oct	1894	-3.37
Nov	1894	1.49
Dec	1894	0.92
Jan	1895	-2.05
Feb	1895	-4.48
Mar	1895	0.82
Apr	1895	-0.17
May	1895	0.33
Jun	1895	-0.76
Jul	1895	-0.01
Aug	1895	-0.11
Sep	1895	-1
Oct	1895	-2.07
Nov	1895	-0.7
Dec	1895	-0.35
Jan	1896	-1.02
Feb	1896	0.39
Mar	1896	2.34
Apr	1896	1.25
May	1896	-0.34
Jun	1896	-0.8
Jul	1896	0.89
Aug	1896	-0.62
Sep	1896	0.67
Oct	1896	-1.05
Nov	1896	-1.25
Dec	1896	1.49
Jan	1897	-1.81
Feb	1897	1.41
Mar	1897	1.94
Apr	1897	1.53
May	1897	0.25
Jun	1897	-2.53
Jul	1897	-1.18
Aug	1897	2.36
Sep	1897	0.9
Oct	1897	-1.67
Nov	1897	-1.74
Dec	1897	0.56
Jan	1898	1
Feb	1898	0.81
Mar	1898	-0.6
Apr	1898	1.59
May	1898	0.32
Jun	1898	-1.04
Jul	1898	-1.92
Aug	1898	0.23
Sep	1898	-0.96
Oct	1898	-0.69
Nov	1898	0.32
Dec	1898	1.11
Jan	1899	-0.78
Feb	1899	-1.63
Mar	1899	-2.3
Apr	1899	0.91
May	1899	-1.65
Jun	1899	-0.14
Jul	1899	0.63
Aug	1899	-4.09
Sep	1899	1.26
Oct	1899	-1.39
Nov	1899	0.65
Dec	1899	-1.55
Jan	1900	0.79
Feb	1900	-2.55
Mar	1900	-2.1
Apr	1900	0.9
May	1900	0.72
Jun	1900	0.73
Jul	1900	-1.41
Aug	1900	-0.22
Sep	1900	0.19
Oct	1900	0.02
Nov	1900	1.76
Dec	1900	1.21
Jan	1901	-0.17
Feb	1901	-3.08
Mar	1901	-0.74
Apr	1901	1.6
May	1901	-2.18
Jun	1901	0.75
Jul	1901	0
Aug	1901	-0.01
Sep	1901	1.02
Oct	1901	2.04
Nov	1901	-2.96
Dec	1901	0.17
Jan	1902	-0.29
Feb	1902	-2.46
Mar	1902	1.02
Apr	1902	-1.66
May	1902	0.3
Jun	1902	-3.5
Jul	1902	-2.87
Aug	1902	-2.23
Sep	1902	-2.78
Oct	1902	0.11
Nov	1902	-0.21
Dec	1902	0.03
Jan	1903	0.07
Feb	1903	1.2
Mar	1903	3.92
Apr	1903	-0.17
May	1903	0.7
Jun	1903	-4.33
Jul	1903	-0.3
Aug	1903	1.24
Sep	1903	-0.23
Oct	1903	-0.03
Nov	1903	0.5
Dec	1903	0.84
Jan	1904	1.68
Feb	1904	1.14
Mar	1904	0.54
Apr	1904	4.22
May	1904	0.56
Jun	1904	-0.86
Jul	1904	-1.52
Aug	1904	-1.82
Sep	1904	0.72
Oct	1904	-0.4
Nov	1904	-0.95
Dec	1904	-1.13
Jan	1905	0.08
Feb	1905	1.02
Mar	1905	2.11
Apr	1905	-1.47
May	1905	0.78
Jun	1905	-0.69
Jul	1905	-0.03
Aug	1905	0.38
Sep	1905	0.86
Oct	1905	-2.12
Nov	1905	1.05
Dec	1905	-0.54
Jan	1906	1.55
Feb	1906	1.72
Mar	1906	-0.94
Apr	1906	1.17
May	1906	-2.3
Jun	1906	-2.9
Jul	1906	1.99
Aug	1906	-2.16
Sep	1906	0.62
Oct	1906	1.27
Nov	1906	-0.57
Dec	1906	1.21
Jan	1907	0.34
Feb	1907	1.61
Mar	1907	2.57
Apr	1907	1.58
May	1907	-1.94
Jun	1907	1.33
Jul	1907	-2.81
Aug	1907	-0.1
Sep	1907	-0.43
Oct	1907	0.69
Nov	1907	1.28
Dec	1907	0.75
Jan	1908	0.58
Feb	1908	1.67
Mar	1908	2.22
Apr	1908	-1.22
May	1908	0.7
Jun	1908	0.15
Jul	1908	-1.22
Aug	1908	-1.65
Sep	1908	-0.18
Oct	1908	-1.83
Nov	1908	-0.04
Dec	1908	1.46
Jan	1909	0.97
Feb	1909	-0.49
Mar	1909	-1.55
Apr	1909	0.42
May	1909	-2.35
Jun	1909	-1.74
Jul	1909	3.74
Aug	1909	1.79
Sep	1909	-2.28
Oct	1909	2.5
Nov	1909	-2.19
Dec	1909	-2.12
Jan	1910	1.85
Feb	1910	3.24
Mar	1910	1.15
Apr	1910	-1.26
May	1910	1.97
Jun	1910	0.12
Jul	1910	-0.57
Aug	1910	-0.85
Sep	1910	-1.9
Oct	1910	-1.38
Nov	1910	-1.76
Dec	1910	-0.24
Jan	1911	0.36
Feb	1911	0.48
Mar	1911	-0.04
Apr	1911	-0.8
May	1911	2.28
Jun	1911	-0.36
Jul	1911	-2.07
Aug	1911	-0.62
Sep	1911	0.13
Oct	1911	-1.01
Nov	1911	0.58
Dec	1911	1.21
Jan	1912	-0.97
Feb	1912	-1.7
Mar	1912	2.66
Apr	1912	0.47
May	1912	0.21
Jun	1912	0.13
Jul	1912	-1.04
Aug	1912	-1.23
Sep	1912	-3.01
Oct	1912	1.21
Nov	1912	0.7
Dec	1912	2.21
Jan	1913	0.93
Feb	1913	-0.11
Mar	1913	3.19
Apr	1913	2.67
May	1913	1.93
Jun	1913	2.16
Jul	1913	-1.11
Aug	1913	0.64
Sep	1913	-0.91
Oct	1913	-1.29
Nov	1913	3.61
Dec	1913	0.02
Jan	1914	-0.68
Feb	1914	2.08
Mar	1914	2.09
Apr	1914	1.3
May	1914	2.41
Jun	1914	2.06
Jul	1914	0.23
Aug	1914	0.68
Sep	1914	-0.26
Oct	1914	-0.73
Nov	1914	0.24
Dec	1914	1.33
Jan	1915	1.1
Feb	1915	1.32
Mar	1915	-3
Apr	1915	2.43
May	1915	-2.97
Jun	1915	-2.99
Jul	1915	0.34
Aug	1915	-3.91
Sep	1915	-1.77
Oct	1915	0.92
Nov	1915	-3.25
Dec	1915	-1.87
Jan	1916	1.81
Feb	1916	2.11
Mar	1916	-2.4
Apr	1916	1.29
May	1916	-0.29
Jun	1916	-2.36
Jul	1916	-0.18
Aug	1916	-1.5
Sep	1916	-0.86
Oct	1916	2.33
Nov	1916	0.36
Dec	1916	-2.39
Jan	1917	-2.11
Feb	1917	-1.15
Mar	1917	-0.18
Apr	1917	-2.88
May	1917	-2.67
Jun	1917	1.19
Jul	1917	-2.07
Aug	1917	0.75
Sep	1917	1.79
Oct	1917	2.44
Nov	1917	1.44
Dec	1917	-1.73
Jan	1918	-3.67
Feb	1918	2.32
Mar	1918	0.49
Apr	1918	-0.94
May	1918	-0.07
Jun	1918	0.65
Jul	1918	-2.37
Aug	1918	0.86
Sep	1918	1.34
Oct	1918	1.92
Nov	1918	0
Dec	1918	0.99
Jan	1919	0.29
Feb	1919	-1.98
Mar	1919	0.03
Apr	1919	0.98
May	1919	-0.62
Jun	1919	2.63
Jul	1919	-0.34
Aug	1919	0.52
Sep	1919	1.33
Oct	1919	-3.33
Nov	1919	-1.76
Dec	1919	2.84
Jan	1920	2.33
Feb	1920	1.29
Mar	1920	3.42
Apr	1920	-1.25
May	1920	1.92
Jun	1920	-0.11
Jul	1920	3.43
Aug	1920	-2.23
Sep	1920	1.01
Oct	1920	-0.78
Nov	1920	1.34
Dec	1920	-1.63
Jan	1921	1.45
Feb	1921	-0.14
Mar	1921	3.31
Apr	1921	-1.1
May	1921	3.18
Jun	1921	-0.93
Jul	1921	-1.04
Aug	1921	1.44
Sep	1921	0.21
Oct	1921	-1.51
Nov	1921	-0.23
Dec	1921	2.48
Jan	1922	0.62
Feb	1922	2.51
Mar	1922	0.24
Apr	1922	-0.29
May	1922	1.29
Jun	1922	2.79
Jul	1922	2.62
Aug	1922	1.82
Sep	1922	1.47
Oct	1922	-3.86
Nov	1922	-1.04
Dec	1922	1.35
Jan	1923	1.27
Feb	1923	1.33
Mar	1923	-0.36
Apr	1923	0.77
May	1923	-1.23
Jun	1923	0.32
Jul	1923	2.45
Aug	1923	0.72
Sep	1923	2.1
Oct	1923	2.05
Nov	1923	0.71
Dec	1923	0.96
Jan	1924	0.46
Feb	1924	-0.89
Mar	1924	-3.49
Apr	1924	-1.52
May	1924	0.55
Jun	1924	0.34
Jul	1924	1.99
Aug	1924	2.73
Sep	1924	1.55
Oct	1924	0.52
Nov	1924	0.06
Dec	1924	2.1
Jan	1925	0.31
Feb	1925	2.3
Mar	1925	-1.79
Apr	1925	2.04
May	1925	1.94
Jun	1925	-0.24
Jul	1925	1.33
Aug	1925	1.44
Sep	1925	-0.52
Oct	1925	-1.53
Nov	1925	-2.41
Dec	1925	-3.42
Jan	1926	0.56
Feb	1926	0.75
Mar	1926	0.09
Apr	1926	0.93
May	1926	-1.79
Jun	1926	-1.65
Jul	1926	-0.18
Aug	1926	0.89
Sep	1926	-1.95
Oct	1926	-2.55
Nov	1926	2.91
Dec	1926	-1.43
Jan	1927	2.41
Feb	1927	0.2
Mar	1927	2.11
Apr	1927	0.77
May	1927	-2.58
Jun	1927	0.29
Jul	1927	-0.39
Aug	1927	1.37
Sep	1927	0.77
Oct	1927	-3.2
Nov	1927	0.32
Dec	1927	-3.16
Jan	1928	3.17
Feb	1928	1.44
Mar	1928	-0.78
Apr	1928	0.88
May	1928	-3.06
Jun	1928	-2.78
Jul	1928	0.17
Aug	1928	-1.4
Sep	1928	-1.61
Oct	1928	2.16
Nov	1928	1.73
Dec	1928	0.52
Jan	1929	-4.19
Feb	1929	-0.02
Mar	1929	-2.06
Apr	1929	-3.14
May	1929	1.89
Jun	1929	-0.75
Jul	1929	-0.94
Aug	1929	0.5
Sep	1929	0.72
Oct	1929	2.19
Nov	1929	2.44
Dec	1929	2.46
Jan	1930	2.12
Feb	1930	-0.76
Mar	1930	-0.64
Apr	1930	-0.31
May	1930	1.75
Jun	1930	2.47
Jul	1930	-0.82
Aug	1930	-0.13
Sep	1930	-2.99
Oct	1930	1.09
Nov	1930	0.97
Dec	1930	1.98
Jan	1931	0.01
Feb	1931	1.64
Mar	1931	-3.61
Apr	1931	0.93
May	1931	-0.03
Jun	1931	-1.74
Jul	1931	2.09
Aug	1931	-3.39
Sep	1931	-2.29
Oct	1931	-1.6
Nov	1931	1.84
Dec	1931	-0.45
Jan	1932	0.91
Feb	1932	-3.92
Mar	1932	-1.34
Apr	1932	1.19
May	1932	-1.54
Jun	1932	-1.59
Jul	1932	1.42
Aug	1932	0.33
Sep	1932	0.08
Oct	1932	1.75
Nov	1932	0.07
Dec	1932	-0.02
Jan	1933	0.86
Feb	1933	-1.92
Mar	1933	0.9
Apr	1933	-2.11
May	1933	-0.54
Jun	1933	1.53
Jul	1933	1.08
Aug	1933	1.38
Sep	1933	-1.58
Oct	1933	-2.11
Nov	1933	-0.1
Dec	1933	-0.93
Jan	1934	1.54
Feb	1934	0.08
Mar	1934	2.3
Apr	1934	-1.91
May	1934	1.65
Jun	1934	-2.52
Jul	1934	0.15
Aug	1934	2.88
Sep	1934	1.98
Oct	1934	1.02
Nov	1934	-1.47
Dec	1934	-0.47
Jan	1935	-0.61
Feb	1935	2.1
Mar	1935	-0.07
Apr	1935	-2.01
May	1935	-2.6
Jun	1935	0.99
Jul	1935	2.18
Aug	1935	1.77
Sep	1935	0.74
Oct	1935	3.65
Nov	1935	2.1
Dec	1935	-0.82
Jan	1936	-2.16
Feb	1936	-1.93
Mar	1936	-0.83
Apr	1936	-1.38
May	1936	0.14
Jun	1936	-0.09
Jul	1936	0.87
Aug	1936	1.56
Sep	1936	-3.08
Oct	1936	1.42
Nov	1936	1.75
Dec	1936	1.22
Jan	1937	0.94
Feb	1937	0.42
Mar	1937	-1.78
Apr	1937	0.69
May	1937	1.51
Jun	1937	-0.64
Jul	1937	-0.93
Aug	1937	0.37
Sep	1937	1.5
Oct	1937	-0.71
Nov	1937	-3.63
Dec	1937	-1.16
Jan	1938	1.91
Feb	1938	-1.3
Mar	1938	1.65
Apr	1938	-3.34
May	1938	0.87
Jun	1938	1.57
Jul	1938	2.25
Aug	1938	1.5
Sep	1938	1.44
Oct	1938	3.52
Nov	1938	2.17
Dec	1938	0.83
Jan	1939	-1.68
Feb	1939	1.9
Mar	1939	0.23
Apr	1939	-0.6
May	1939	-0.3
Jun	1939	-0.68
Jul	1939	-0.33
Aug	1939	-0.11
Sep	1939	-4.57
Oct	1939	-1.31
Nov	1939	1.72
Dec	1939	-1.63
Jan	1940	-2.48
Feb	1940	-1.52
Mar	1940	-1.27
Apr	1940	-0.5
May	1940	-0.59
Jun	1940	0.8
Jul	1940	0.04
Aug	1940	-0.5
Sep	1940	-0.17
Oct	1940	-0.34
Nov	1940	1.79
Dec	1940	-0.57
Jan	1941	-2.82
Feb	1941	-0.2
Mar	1941	-0.92
Apr	1941	-2.02
May	1941	-0.16
Jun	1941	-0.4
Jul	1941	0.86
Aug	1941	0.7
Sep	1941	-2.51
Oct	1941	-1.5
Nov	1941	-1.02
Dec	1941	0.23
Jan	1942	1.35
Feb	1942	-2.48
Mar	1942	-1.76
Apr	1942	-0.57
May	1942	-0.04
Jun	1942	-2.29
Jul	1942	1.2
Aug	1942	1.36
Sep	1942	1.48
Oct	1942	0.98
Nov	1942	-2.78
Dec	1942	0.44
Jan	1943	0.02
Feb	1943	2.21
Mar	1943	0.53
Apr	1943	2.59
May	1943	0.35
Jun	1943	0.42
Jul	1943	0.14
Aug	1943	-1.69
Sep	1943	2.47
Oct	1943	0.69
Nov	1943	0.77
Dec	1943	0.29
Jan	1944	0.82
Feb	1944	-0.65
Mar	1944	-2.27
Apr	1944	-0.61
May	1944	-0.15
Jun	1944	-0.19
Jul	1944	-3.51
Aug	1944	1.23
Sep	1944	0.63
Oct	1944	1.42
Nov	1944	0.07
Dec	1944	-1.01
Jan	1945	-2.09
Feb	1945	1.73
Mar	1945	-0.38
Apr	1945	-2.99
May	1945	-0.03
Jun	1945	0.42
Jul	1945	-0.97
Aug	1945	0.61
Sep	1945	-0.41
Oct	1945	-2.73
Nov	1945	-3.43
Dec	1945	-1.58
Jan	1946	1.61
Feb	1946	-0.21
Mar	1946	0.11
Apr	1946	2.37
May	1946	-2.55
Jun	1946	3.1
Jul	1946	1.96
Aug	1946	2.25
Sep	1946	1.61
Oct	1946	-3.47
Nov	1946	-0.56
Dec	1946	1.5
Jan	1947	0.1
Feb	1947	-3.25
Mar	1947	-2.16
Apr	1947	3.55
May	1947	-0.31
Jun	1947	0.15
Jul	1947	0.56
Aug	1947	-1.89
Sep	1947	2.14
Oct	1947	-0.65
Nov	1947	-1.93
Dec	1947	-1.97
Jan	1948	1.41
Feb	1948	-0.66
Mar	1948	1.07
Apr	1948	1.63
May	1948	-0.57
Jun	1948	0.41
Jul	1948	-0.86
Aug	1948	-0.7
Sep	1948	0.56
Oct	1948	1.02
Nov	1948	-2.01
Dec	1948	-0.08
Jan	1949	1
Feb	1949	1.44
Mar	1949	-0.44
Apr	1949	2.73
May	1949	0.54
Jun	1949	-1.71
Jul	1949	-1.72
Aug	1949	-1.62
Sep	1949	-1.19
Oct	1949	0.23
Nov	1949	2.16
Dec	1949	0.98
Jan	1950	0.07
Feb	1950	1.94
Mar	1950	-0.08
Apr	1950	2.02
May	1950	-2.43
Jun	1950	0.35
Jul	1950	0.28
Aug	1950	2.17
Sep	1950	3.18
Oct	1950	1.38
Nov	1950	-0.44
Dec	1950	-0.47
Jan	1951	1.47
Feb	1951	1.71
Mar	1951	-1.35
Apr	1951	-1.56
May	1951	-2.29
Jun	1951	-3.02
Jul	1951	-0.65
Aug	1951	3.71
Sep	1951	0.01
Oct	1951	0.51
Nov	1951	0.95
Dec	1951	2.44
Jan	1952	2.13
Feb	1952	-1.49
Mar	1952	-2
Apr	1952	2.47
May	1952	-1.98
Jun	1952	0.24
Jul	1952	0
Aug	1952	-0.59
Sep	1952	-1.97
Oct	1952	-0.22
Nov	1952	-2.55
Dec	1952	-0.55
Jan	1953	-1.38
Feb	1953	0.14
Mar	1953	-0.15
Apr	1953	-2.11
May	1953	-1.51
Jun	1953	0.81
Jul	1953	2.19
Aug	1953	1.96
Sep	1953	0.76
Oct	1953	1.01
Nov	1953	1.88
Dec	1953	0.32
Jan	1954	0.25
Feb	1954	1.6
Mar	1954	1.01
Apr	1954	0.08
May	1954	-1.84
Jun	1954	1.11
Jul	1954	3.37
Aug	1954	0.13
Sep	1954	3.16
Oct	1954	0.95
Nov	1954	2.17
Dec	1954	1.65
Jan	1955	-1.72
Feb	1955	-1.71
Mar	1955	-2.79
Apr	1955	0.08
May	1955	-0.29
Jun	1955	-0.33
Jul	1955	-0.5
Aug	1955	-0.91
Sep	1955	3.05
Oct	1955	-1.49
Nov	1955	-3.36
Dec	1955	-0.37
Jan	1956	-0.53
Feb	1956	-2.45
Mar	1956	0.6
Apr	1956	-1.6
May	1956	4
Jun	1956	0.85
Jul	1956	-0.88
Aug	1956	-0.9
Sep	1956	-0.63
Oct	1956	-0.06
Nov	1956	0.79
Dec	1956	1.6
Jan	1957	1.5
Feb	1957	-0.1
Mar	1957	-1.17
Apr	1957	0.16
May	1957	-0.14
Jun	1957	-3.1
Jul	1957	-1.29
Aug	1957	0.5
Sep	1957	-1.75
Oct	1957	1.64
Nov	1957	-2.25
Dec	1957	1.3
Jan	1958	-0.16
Feb	1958	-1.89
Mar	1958	-2.3
Apr	1958	0.87
May	1958	0.08
Jun	1958	-1.74
Jul	1958	-1.98
Aug	1958	0.53
Sep	1958	-1.53
Oct	1958	1.11
Nov	1958	1.13
Dec	1958	-0.23
Jan	1959	-2.49
Feb	1959	0.75
Mar	1959	1.46
Apr	1959	1.55
May	1959	-0.97
Jun	1959	1.35
Jul	1959	1.54
Aug	1959	-0.92
Sep	1959	-1.52
Oct	1959	0.56
Nov	1959	1.6
Dec	1959	2.41
Jan	1960	-2
Feb	1960	-2.27
Mar	1960	-0.65
Apr	1960	0.89
May	1960	-0.38
Jun	1960	0.23
Jul	1960	2.24
Aug	1960	-3.88
Sep	1960	1.02
Oct	1960	-2.74
Nov	1960	1.09
Dec	1960	2.61
Jan	1961	1.23
Feb	1961	0.94
Mar	1961	-0.11
Apr	1961	-0.38
May	1961	-0.91
Jun	1961	3.99
Jul	1961	0.38
Aug	1961	1.74
Sep	1961	2.62
Oct	1961	2.22
Nov	1961	-0.23
Dec	1961	-4.02
Jan	1962	2.34
Feb	1962	0.58
Mar	1962	-3.68
Apr	1962	0.38
May	1962	-0.13
Jun	1962	0.41
Jul	1962	-2.7
Aug	1962	2.36
Sep	1962	-0.69
Oct	1962	0.02
Nov	1962	-0.47
Dec	1962	-1.64
Jan	1963	-5.24
Feb	1963	-0.94
Mar	1963	1.27
Apr	1963	-0.94
May	1963	4.84
Jun	1963	-1.47
Jul	1963	-2.13
Aug	1963	1.63
Sep	1963	1.8
Oct	1963	1.23
Nov	1963	-0.89
Dec	1963	-3
Jan	1964	-2.09
Feb	1964	-1.6
Mar	1964	-1.35
Apr	1964	1.22
May	1964	1.87
Jun	1964	-0.24
Jul	1964	1.3
Aug	1964	-3.06
Sep	1964	-0.39
Oct	1964	0.84
Nov	1964	-0.44
Dec	1964	-0.67
Jan	1965	0.08
Feb	1965	-4.15
Mar	1965	-1
Apr	1965	3.01
May	1965	-1.31
Jun	1965	1.23
Jul	1965	-0.47
Aug	1965	1.36
Sep	1965	0.19
Oct	1965	-0.71
Nov	1965	-1.54
Dec	1965	1.01
Jan	1966	-2.99
Feb	1966	-1.39
Mar	1966	0.25
Apr	1966	-1.1
May	1966	2.15
Jun	1966	0.85
Jul	1966	0.92
Aug	1966	-2.89
Sep	1966	-1.01
Oct	1966	-3.53
Nov	1966	-0.05
Dec	1966	1.52
Jan	1967	-1.73
Feb	1967	1.48
Mar	1967	2.81
Apr	1967	0.16
May	1967	0.73
Jun	1967	1.38
Jul	1967	0.73
Aug	1967	-0.12
Sep	1967	0.48
Oct	1967	2.78
Nov	1967	0.93
